INFO  2020-01-15 11:57:49,079 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.js  
INFO  2020-01-15 11:57:49,090 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.swagger.js'. Physical path: 'I:\Asp.Net Project - Boilerplate\ExamControl-BE-master\ExamControl-BE-master\src\ExamControl.Web.Host\wwwroot\swagger\ui\abp.swagger.js'
INFO  2020-01-15 11:57:49,090 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 12.2345ms 200 application/javascript
INFO  2020-01-15 11:57:49,091 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.js'. Physical path: 'I:\Asp.Net Project - Boilerplate\ExamControl-BE-master\ExamControl-BE-master\src\ExamControl.Web.Host\wwwroot\swagger\ui\abp.js'
INFO  2020-01-15 11:57:49,091 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 11.7331ms 200 application/javascript
INFO  2020-01-15 11:57:49,098 [15   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
INFO  2020-01-15 11:57:49,098 [7    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A'
INFO  2020-01-15 11:57:49,099 [4    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A'
INFO  2020-01-15 11:57:49,099 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 22.8981ms 200 application/javascript
INFO  2020-01-15 11:57:49,099 [15   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 28.8131ms 200 text/css
INFO  2020-01-15 11:57:49,099 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 23.3638ms 200 application/javascript
INFO  2020-01-15 11:57:49,612 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/favicon-16x16.png  
